time,value,lag_1,lag_2,rolling_mean,rolling_std,anomaly,pred,score,diff,deviation,abs_dev,anomaly_type,adjusted_pred
30,44.41873425261648,46.0490757593963,46.517477093315605,49.83005654213843,3.6815734678709435,0.0,0,-0.049715134128775706,-1.6303415067798213,-5.411322289521948,5.411322289521948,normal,0
31,48.40908530973098,44.41873425261648,46.0490757593963,49.12936665910712,3.1250379159734045,0.0,0,-0.06991356321756625,3.990351057114502,-0.7202813493761369,0.7202813493761369,normal,0
32,43.86787312276624,48.40908530973098,44.41873425261648,48.02452377776148,2.786488714279708,0.0,0,-0.04335675435335379,-4.541212186964742,-4.156650654995239,4.156650654995239,normal,0
33,41.09129888706805,43.86787312276624,48.40908530973098,47.05491341654613,3.348554252259806,0.0,0,-0.0187903022196374,-2.7765742356981917,-5.963614529478079,5.963614529478079,normal,0
34,44.296819299546186,41.09129888706805,43.86787312276624,46.348138657841474,3.0723498924343065,0.0,0,-0.02099365368573458,3.205520412478137,-2.051319358295288,2.051319358295288,normal,0
35,39.79774753710642,44.296819299546186,41.09129888706805,45.180728893610144,3.1266027799618015,0.0,1,0.011362988878926505,-4.499071762439769,-5.382981356503727,5.382981356503727,drift,0
36,42.39485468272262,39.79774753710642,44.296819299546186,44.645746310931166,3.0967005395615206,0.0,1,0.0055288518700458145,2.5971071456161994,-2.2508916282085494,2.2508916282085494,seasonal,0
37,37.950392467957734,42.39485468272262,39.79774753710642,43.479335841222664,3.211786146876546,0.0,1,0.059971401942178315,-4.444462214764883,-5.52894337326493,5.52894337326493,drift,1
38,39.26336061792042,37.950392467957734,42.39485468272262,42.75392419368315,3.268061887612391,0.0,1,0.07089420969510107,1.3129681499626855,-3.490563575762728,3.490563575762728,drift,1
39,42.52084996445136,39.26336061792042,37.950392467957734,42.40110161418865,3.0563870926431425,0.0,1,0.0751753163935357,3.2574893465309387,0.1197483502627108,0.1197483502627108,seasonal,1
40,43.966367997039285,42.52084996445136,39.26336061792042,42.35586498863093,3.026407338438597,0.0,1,0.03266531643428772,1.4455180325879269,1.610503008408358,1.610503008408358,seasonal,1
41,43.34446603771974,43.966367997039285,42.52084996445136,41.84940306142981,2.2161801808224686,0.0,1,0.006890026682949246,-0.6219019593195441,1.4950629762899297,1.4950629762899297,seasonal,0
42,43.42542418020337,43.34446603771974,43.966367997039285,41.80515816717352,2.1754472443478026,0.0,1,0.0040206773545991,0.08095814248363098,1.6202660130298483,1.6202660130298483,seasonal,0
43,43.84266018106352,43.42542418020337,43.34446603771974,42.08029429657306,2.247911546902237,0.0,1,0.00017070179524358853,0.4172360008601501,1.762365884490464,1.762365884490464,seasonal,0
44,42.39748495997826,43.84266018106352,43.42542418020337,41.89036086261628,2.116203010610902,0.0,1,0.00531435615726028,-1.4451752210852646,0.5071240973619808,0.5071240973619808,seasonal,0
45,44.93245906028585,42.39748495997826,43.84266018106352,42.40383201493422,2.174182894039454,0.0,0,-0.010878708643898283,2.5349741003075934,2.5286270453516337,2.5286270453516337,normal,0
46,46.56118571706326,44.93245906028585,42.39748495997826,42.82046511836828,2.5405887133572813,0.0,0,-0.015078817137752831,1.6287266567774097,3.7407205986949776,3.7407205986949776,normal,0
47,50.78299892559105,46.56118571706326,44.93245906028585,44.10372576413162,3.005699719887495,0.0,0,-0.039845302253809334,4.2218132085277915,6.6792731614594345,6.6792731614594345,normal,0
48,50.600337707488364,50.78299892559105,46.56118571706326,45.237423473088406,3.1132727384566654,0.0,0,-0.06781431647460379,-0.18266121810268743,5.362914234399959,5.362914234399959,normal,0
49,47.67058735363149,50.600337707488364,50.78299892559105,45.75239721200642,3.0390192061869126,0.0,0,-0.07295298508852005,-2.9297503538568748,1.9181901416250682,1.9181901416250682,normal,0
50,53.14816793878959,47.67058735363149,50.600337707488364,46.67057720618145,3.7445919357796096,0.0,0,-0.07098495957227252,5.477580585158101,6.477590732608142,6.477590732608142,normal,0
51,53.03316777481041,53.14816793878959,47.67058735363149,47.63944737989051,4.030855547365732,0.0,0,-0.057121609074752666,-0.11500016397918245,5.393720394919896,5.393720394919896,normal,0
52,53.733054871036636,53.03316777481041,53.14816793878959,48.67021044897384,4.149692139536141,0.0,0,-0.08764973185754216,0.6998870962262274,5.0628444220627955,5.0628444220627955,normal,0
53,57.554598104528516,53.733054871036636,53.03316777481041,50.04140424132034,4.6164546514449425,0.0,0,-0.07784457706693171,3.82154323349188,7.513193863208173,7.513193863208173,normal,0
54,59.57953578600905,57.554598104528516,53.733054871036636,51.75960932392343,4.65270585866036,0.0,0,-0.09152053343079142,2.0249376814805373,7.8199264620856255,7.8199264620856255,normal,0
55,60.490412761157124,59.57953578600905,57.554598104528516,53.315404694010546,4.716884587031674,0.0,0,-0.1090528995111244,0.9108769751480708,7.175008067146578,7.175008067146578,normal,0
56,57.967036012841604,60.490412761157124,59.57953578600905,54.45598972358838,4.258975616365953,0.0,0,-0.1246034064209876,-2.5233767483155205,3.5110462892532226,3.5110462892532226,normal,0
57,59.93670767605546,57.967036012841604,60.490412761157124,55.371360598634816,4.364226152489851,0.0,0,-0.12769136554607735,1.969671663213859,4.565347077420647,4.565347077420647,normal,0
58,62.00580611782728,59.93670767605546,57.967036012841604,56.51190743966872,4.467947156556767,0.0,0,-0.12377035042267198,2.069098441771814,5.493898678158558,5.493898678158558,normal,0
59,63.94936077890492,62.00580611782728,59.93670767605546,58.13978478219606,3.8051119275473178,0.0,0,-0.13047755653846244,1.9435546610776413,5.809575996708858,5.809575996708858,normal,0
60,61.55221668726096,63.94936077890492,62.00580611782728,58.9801896570432,3.4956407819696365,0.0,0,-0.13579804684642605,-2.397144091643959,2.572027030217761,2.572027030217761,normal,0
61,62.50155455395925,61.55221668726096,63.94936077890492,59.92702833495808,2.9447400741481244,0.0,0,-0.13912410595008962,0.9493378666982935,2.5745262190011715,2.5745262190011715,normal,0
62,60.86759733627066,62.50155455395925,61.55221668726096,60.64048258148148,1.9852970696903522,0.0,0,-0.1310693849769644,-1.6339572176885895,0.2271147547891843,0.2271147547891843,normal,0
63,60.73785403612138,60.86759733627066,62.50155455395925,60.958808174640765,1.6648699133955516,0.0,0,-0.11616544229095532,-0.12974330014928626,-0.22095413851938872,0.22095413851938872,normal,0
64,64.64792415207529,60.73785403612138,60.86759733627066,61.46564701124739,1.9460631132497275,0.0,0,-0.12041288319401877,3.910070115953914,3.1822771408278996,3.1822771408278996,normal,0
65,65.47304522009318,64.64792415207529,60.73785403612138,61.963910257140995,2.2781559478955855,0.0,0,-0.11847070547785155,0.8251210680178929,3.5091349629521886,3.5091349629521886,normal,0
66,62.204250281499526,65.47304522009318,64.64792415207529,62.387631684006784,1.7949717371065432,0.0,0,-0.1078431285690788,-3.2687949385936577,-0.18338140250725843,0.18338140250725843,normal,0
67,63.800345050804204,62.204250281499526,65.47304522009318,62.773995421481665,1.615661990940284,0.0,0,-0.09627068295591562,1.5960947693046776,1.0263496293225387,1.0263496293225387,normal,0
68,61.828404477853155,63.800345050804204,62.204250281499526,62.75625525748425,1.6259750344181103,0.0,0,-0.10990925367921112,-1.9719405729510484,-0.9278507796310933,0.9278507796310933,normal,0
69,59.005231550076644,61.828404477853155,63.800345050804204,62.26184233460143,1.9435474438399853,0.0,0,-0.1301589410573431,-2.823172927776511,-3.2566107845247885,3.2566107845247885,normal,0
70,60.10064373394156,59.005231550076644,61.828404477853155,62.116685039269484,2.053530683870054,0.0,0,-0.13187372723588525,1.0954121838649158,-2.0160413053279242,2.0160413053279242,normal,0
71,61.443609873949086,60.10064373394156,59.005231550076644,62.01089057126846,2.058744908017709,0.0,0,-0.12785676001111368,1.3429661400075261,-0.5672806973193758,0.5672806973193758,normal,0
72,57.209593448626876,61.443609873949086,60.10064373394156,61.64509018250409,2.550666813928649,0.0,0,-0.13154616471744046,-4.23401642532221,-4.4354967338772155,4.4354967338772155,normal,0
73,59.26618618327657,57.209593448626876,61.443609873949086,61.49792339721962,2.6493738662060404,0.0,0,-0.14141000533728093,2.0565927346496906,-2.231737213943056,2.231737213943056,normal,0
74,49.71384212746355,59.26618618327657,57.209593448626876,60.00451519475844,4.343731408865217,0.0,0,-0.10247967561076521,-9.552344055813016,-10.29067306729489,10.29067306729489,normal,0
75,55.393805008750455,49.71384212746355,59.26618618327657,58.99659117362417,4.0961600233068465,0.0,0,-0.09786342644766155,5.6799628812869045,-3.602786164873713,3.602786164873713,normal,0
76,52.72076180083331,55.393805008750455,49.71384212746355,58.048242325557545,4.360301269109604,0.0,0,-0.08904586127049446,-2.6730432079171464,-5.327480524724237,5.327480524724237,normal,0
77,50.76508642741972,52.72076180083331,55.393805008750455,56.74471646321909,4.3979278170207765,0.0,0,-0.11102934675881432,-1.955675373413591,-5.979630035799374,5.979630035799374,normal,0
78,50.40227602622423,50.76508642741972,52.72076180083331,55.6021036180562,4.414659260550851,0.0,0,-0.09727767584855646,-0.3628104011954889,-5.199827591831969,5.199827591831969,normal,0
79,45.15732542978106,50.40227602622423,50.76508642741972,54.21731300602664,5.309724922460921,0.0,0,-0.027643221480247504,-5.244950596443168,-9.059987576245582,9.059987576245582,normal,0
80,47.682803701400246,45.15732542978106,50.40227602622423,52.97552900277251,5.232426302084013,0.0,0,-0.03829509281713328,2.5254782716191855,-5.292725301372265,5.292725301372265,normal,0
81,47.91875408373661,47.682803701400246,45.15732542978106,51.62304342375127,4.496603305546478,0.0,0,-0.06270774168945098,0.23595038233636245,-3.704289340014661,3.704289340014661,normal,0
82,49.35065566172515,47.91875408373661,47.682803701400246,50.83714964506109,4.079118726089307,0.0,0,-0.07489527368430876,1.4319015779885405,-1.48649398333594,1.48649398333594,normal,0
83,44.67018030843255,49.35065566172515,47.91875408373661,49.37754905757669,3.2562998995159425,0.0,0,-0.07199406827021154,-4.6804753532926,-4.707368749144138,4.707368749144138,normal,0
84,43.53474226955343,44.67018030843255,49.35065566172515,48.75963907178567,3.736287104543485,0.0,0,-0.03038522971179486,-1.1354380388791157,-5.224896802232237,5.224896802232237,normal,0
85,43.73592074987939,43.53474226955343,44.67018030843255,47.59385064589857,3.2192741332920596,0.0,0,-0.023996164828003264,0.2011784803259573,-3.8579298960191792,3.8579298960191792,normal,0
86,46.307931728117254,43.73592074987939,43.53474226955343,46.95256763862697,2.67767444759876,0.0,0,-0.04075254060185224,2.572010978237863,-0.644635910509713,0.644635910509713,normal,0
87,45.02723493503666,46.307931728117254,43.73592074987939,46.378782489388655,2.3666379471417462,0.0,0,-0.04796766535832514,-1.280696793080594,-1.3515475543519955,1.3515475543519955,normal,0
88,43.3602123081832,45.02723493503666,46.307931728117254,45.67457611758455,2.064864163212443,0.0,0,-0.047777305909757595,-1.6670226268534591,-2.3143638094013497,2.3143638094013497,normal,0
89,45.653662358939826,43.3602123081832,45.02723493503666,45.724209810500426,2.056999708021749,0.0,0,-0.0428300281433302,2.2934500507566256,-0.07054745156059994,0.07054745156059994,normal,0
90,45.18358993574454,45.653662358939826,43.3602123081832,45.47428843393486,1.9411566730540526,0.0,0,-0.03398980851833999,-0.4700724231952833,-0.29069849819031646,0.29069849819031646,normal,0
91,47.43901945640558,45.18358993574454,45.653662358939826,45.42631497120176,1.8789637868431806,0.0,0,-0.05478490530161079,2.255429520661039,2.0127044852038196,2.0127044852038196,normal,0
92,44.75261455722514,47.43901945640558,45.18358993574454,44.966510860751754,1.27861767385458,0.0,0,-0.023419924908759326,-2.6864048991804452,-0.21389630352661726,0.21389630352661726,normal,0
93,46.28954327904657,44.75261455722514,47.43901945640558,45.12844715781316,1.3380806213711676,0.0,0,-0.03224921001039127,1.5369287218214325,1.161096121233406,1.161096121233406,normal,0
94,47.070312634448804,46.28954327904657,44.75261455722514,45.48200419430269,1.3372882271213204,0.0,0,-0.030587770460460684,0.780769355402235,1.5883084401461147,1.5883084401461147,normal,0
95,45.94511758081103,47.070312634448804,46.28954327904657,45.70292387739586,1.191295735821107,0.0,0,-0.03783850926884863,-1.1251950536377748,0.24219370341516822,0.24219370341516822,normal,0
96,50.57470381311199,45.94511758081103,47.070312634448804,46.12960108589534,1.9527854923374641,0.0,0,-0.06561332639106299,4.629586232300959,4.44510272721665,4.44510272721665,normal,0
97,51.690865017513,50.57470381311199,45.94511758081103,46.79596409414297,2.5732035677708534,0.0,0,-0.06771650305883586,1.1161612044010099,4.894900923370031,4.894900923370031,normal,0
98,52.42332804163637,51.690865017513,50.57470381311199,47.70227566748828,2.813483751779096,0.0,0,-0.09598306775253007,0.7324630241233692,4.721052374148087,4.721052374148087,normal,0
99,53.22749339760667,52.42332804163637,51.690865017513,48.45965877135497,3.1943724859465483,0.0,0,-0.09584142028641707,0.804165355970305,4.767834626251705,4.767834626251705,normal,0
100,92.16925851589917,53.22749339760667,52.42332804163637,53.15822562937043,14.027224790191012,1.0,1,0.10998297994365147,38.9417651182925,39.011032886528746,39.011032886528746,spike,1
101,55.46204169011231,92.16925851589917,53.22749339760667,53.96052785274111,13.892558673411148,0.0,1,0.11032940849664818,-36.707216825786865,1.5015138373711991,1.5015138373711991,spike,1
102,56.90146983859501,55.46204169011231,92.16925851589917,55.17541338087809,13.524186903015215,0.0,1,0.12497518643573247,1.4394281484827047,1.726056457716922,1.726056457716922,drift,1
103,57.22669098840353,56.90146983859501,55.46204169011231,56.26912815181379,13.16316246552425,0.0,1,0.008051927148105209,0.32522114980852024,0.9575628365897444,0.9575628365897444,drift,0
104,59.69496531768513,57.22669098840353,56.90146983859501,57.531593420137426,12.782799131260532,0.0,1,0.0015068289677272473,2.4682743292815985,2.163371897547705,2.163371897547705,drift,0
105,61.935954236553805,59.69496531768513,57.22669098840353,59.1306770857117,12.157214907673467,0.0,0,-0.007126493805977296,2.2409889188686734,2.8052771508421017,2.8052771508421017,normal,0
106,65.91784286170795,61.935954236553805,59.69496531768513,60.66499099057129,11.923369293791557,0.0,0,-0.010900373884060843,3.9818886251541485,5.252851871136663,5.252851871136663,normal,0
107,63.40428805342157,65.91784286170795,61.935954236553805,61.83633329416216,11.512066140173626,0.0,0,-0.011978282300325604,-2.5135548082863863,1.5679547592594076,1.5679547592594076,normal,0
108,64.35838003646568,63.40428805342157,65.91784286170795,63.02983849364508,11.036608308594065,0.0,0,-0.02059502279333847,0.9540919830441084,1.3285415428205951,1.3285415428205951,normal,0
109,64.34937869312785,64.35838003646568,63.40428805342157,64.14202702319719,10.485683839934113,0.0,0,-0.02316104157727117,-0.009001343337828871,0.20735166993065945,0.20735166993065945,normal,0
110,61.17302273235345,64.34937869312785,64.35838003646568,61.04240344484263,3.601831453551287,0.0,0,-0.1351753238017918,-3.1763559607743943,0.1306192875108252,0.1306192875108252,normal,0
111,65.31984475638845,61.17302273235345,64.34937869312785,62.02818375147024,3.235173825122799,0.0,0,-0.13022307563179258,4.1468220240349964,3.291661004918211,3.291661004918211,normal,0
112,65.70072770416476,65.31984475638845,61.17302273235345,62.908109538027226,2.8608242159358293,0.0,0,-0.12567227182221097,0.38088294777631404,2.7926181661375367,2.7926181661375367,normal,0
113,70.55675150925327,65.70072770416476,65.31984475638845,64.24111559011219,3.020540655603935,0.0,0,-0.1058170231181162,4.856023805088512,6.315635919141087,6.315635919141087,normal,0
114,65.13815057772464,70.55675150925327,65.70072770416476,64.78543411611614,2.56660942709785,0.0,0,-0.10586256708702624,-5.41860093152863,0.3527164616085088,0.3527164616085088,normal,0
115,65.86365984761876,65.13815057772464,70.55675150925327,65.17820467722262,2.375516401606961,0.0,0,-0.09884048023140474,0.7255092698941183,0.6854551703961391,0.6854551703961391,normal,0
116,64.7788469852497,65.86365984761876,65.13815057772464,65.06430508957682,2.363387266198508,0.0,0,-0.11780929665067447,-1.0848128623690627,-0.2854581043271196,0.2854581043271196,normal,0
117,61.95592317978109,64.7788469852497,65.86365984761876,64.91946860221276,2.5158828754394045,0.0,0,-0.11939673992201649,-2.822923805468612,-2.9635454224316717,2.9635454224316717,normal,0
118,65.89077805678794,61.95592317978109,64.7788469852497,65.07270840424499,2.524563704771132,0.0,0,-0.12406650160438493,3.934854877006849,0.8180696525429454,0.8180696525429454,normal,0
119,64.29933712466045,65.89077805678794,61.95592317978109,65.06770424739825,2.52620584945253,0.0,0,-0.11558463592601576,-1.5914409321274832,-0.7683671227378,0.7683671227378,normal,0
120,63.459916417010845,64.29933712466045,65.89077805678794,65.29639361586399,2.2193315629233834,0.0,0,-0.12079821724692918,-0.8394207076496087,-1.8364771988531459,1.8364771988531459,normal,0
121,59.04876183142767,63.459916417010845,64.29933712466045,64.66928532336792,2.9707574441625395,0.0,0,-0.12502718595285195,-4.411154585583176,-5.620523491940247,5.620523491940247,normal,0
122,62.58683414871898,59.04876183142767,63.459916417010845,64.35789596782334,3.0135194325065617,0.0,0,-0.12491954486868789,3.5380723172913093,-1.7710618191043608,1.7710618191043608,normal,0
123,55.83319674606399,62.58683414871898,59.04876183142767,62.885540491504415,3.2369065246232043,0.0,0,-0.11822875895088703,-6.753637402654988,-7.0523437454404245,7.0523437454404245,normal,0
124,58.6270465232436,55.83319674606399,62.58683414871898,62.23443008605629,3.3849199189391332,0.0,0,-0.12795744880254406,2.7938497771796094,-3.607383562812693,3.607383562812693,normal,0
125,60.63091125161998,58.6270465232436,55.83319674606399,61.71115522645643,3.15842689258023,0.0,0,-0.12653229449928843,2.003864728376378,-1.0802439748364492,1.0802439748364492,normal,0
126,53.06559501409558,60.63091125161998,58.6270465232436,60.53983002934101,3.963666868592189,0.0,0,-0.12638478379784684,-7.565316237524399,-7.4742350152454335,7.4742350152454335,normal,0
127,52.73050566914591,53.06559501409558,60.63091125161998,59.6172882782775,4.617181556534695,0.0,0,-0.09622723983672865,-0.33508934494966525,-6.886782609131586,6.886782609131586,normal,0
128,52.918057203328495,52.73050566914591,53.06559501409558,58.320016192931554,4.479076840579552,0.0,0,-0.10557581398937671,0.18755153418258175,-5.4019589896030595,5.4019589896030595,normal,0
129,50.62551195075046,52.918057203328495,52.73050566914591,56.952633675540554,4.537680897330815,0.0,0,-0.09871022566744625,-2.292545252578037,-6.327121724790096,6.327121724790096,normal,0
130,47.520820614943005,50.62551195075046,52.918057203328495,55.35872409533376,4.79031224646715,0.0,0,-0.06696397380088054,-3.104691335807452,-7.837903480390757,7.837903480390757,normal,0
131,49.841654890325174,47.520820614943005,50.62551195075046,54.43801340122352,4.886130200935484,0.0,0,-0.06381703484930923,2.3208342753821682,-4.596358510898348,4.596358510898348,normal,0
132,46.77026014478989,49.841654890325174,47.520820614943005,52.856356000830615,4.49991572969245,0.0,0,-0.06626521087613729,-3.0713947455352866,-6.086095856040728,6.086095856040728,normal,0
133,49.15390560625021,46.77026014478989,49.841654890325174,52.18842688684923,4.504669666737302,0.0,0,-0.06935793811368651,2.3836454614603255,-3.034521280599016,3.034521280599016,normal,0
134,45.8128810068722,49.15390560625021,46.77026014478989,50.90701033521209,4.286929980446242,0.0,0,-0.05728174706728001,-3.3410245993780094,-5.094129328339889,5.094129328339889,normal,0
135,50.33930364708354,45.8128810068722,49.15390560625021,49.87784957475844,2.5943580036149947,0.0,0,-0.08257648551089092,4.526422640211337,0.46145407232509683,0.46145407232509683,normal,0
136,45.410620908040634,50.33930364708354,45.8128810068722,49.11235216415295,2.6772869596038467,0.0,0,-0.07121726339254847,-4.928682739042905,-3.7017312561123177,3.7017312561123177,normal,0
137,46.22560968330593,45.410620908040634,50.33930364708354,48.46186256556895,2.4837621411201725,0.0,0,-0.06729117736981216,0.8149887752652987,-2.2362528822630168,2.2362528822630168,normal,0
138,48.54676715045662,46.22560968330593,45.410620908040634,48.02473356028177,1.9367897215426888,0.0,0,-0.07081038848020688,2.321157467150684,0.5220335901748498,0.5220335901748498,normal,0
139,44.665398859845205,48.54676715045662,46.22560968330593,47.42872225119124,1.9643821877755931,0.0,0,-0.05637942552407499,-3.8813682906114124,-2.7633233913460344,2.7633233913460344,normal,0
140,47.944354706256725,44.665398859845205,48.54676715045662,47.47107566032261,1.9711427318608556,0.0,0,-0.06278977095000154,3.2789558464115203,0.4732790459341132,0.4732790459341132,normal,0
141,50.61601498390465,47.944354706256725,44.665398859845205,47.548511669680565,2.0864554507625614,0.0,0,-0.05623766059294333,2.6716602776479235,3.0675033142240835,3.0675033142240835,normal,0
142,45.441754275857406,50.61601498390465,47.944354706256725,47.41566108278731,2.1816386712796656,0.0,0,-0.06840580034795768,-5.1742607080472425,-1.9739068069299037,1.9739068069299037,normal,0
143,49.81413528930672,45.441754275857406,50.61601498390465,47.48168405109296,2.249037319999566,0.0,0,-0.07830438941190948,4.3723810134493135,2.332451238213757,2.332451238213757,normal,0
144,50.87429452920996,49.81413528930672,45.441754275857406,47.98782540332674,2.3964471705741697,0.0,0,-0.08483252970574673,1.0601592399032427,2.886469125883224,2.886469125883224,normal,0
145,52.93579322062988,50.87429452920996,49.81413528930672,48.24747436068137,2.788177245119697,0.0,0,-0.09676106735722051,2.0614986914199207,4.6883188599485095,4.6883188599485095,normal,0
146,50.008561837226665,52.93579322062988,50.87429452920996,48.70726845359998,2.6437552555510977,0.0,0,-0.09827627066317557,-2.9272313834032175,1.3012933836266853,1.3012933836266853,normal,0
147,51.027841246984686,50.008561837226665,52.93579322062988,49.18749160996785,2.5782263864781085,0.0,0,-0.09215633003898549,1.0192794097580204,1.8403496370168355,1.8403496370168355,normal,0
148,55.956984259585255,51.027841246984686,50.008561837226665,49.92851332088072,3.3291579322230733,0.0,0,-0.09511407291021429,4.929143012600569,6.028470938704537,6.028470938704537,normal,0
149,56.79063701082333,55.956984259585255,51.027841246984686,51.14103713597853,3.406462168087013,0.0,0,-0.0962944670460264,0.8336527512380769,5.649599874844803,5.649599874844803,normal,0
150,58.00098570069174,56.79063701082333,55.956984259585255,52.14670023542203,3.8175383805342635,0.0,0,-0.11893916861515924,1.210348689868411,5.854285465269712,5.854285465269712,normal,0
151,59.49622875463698,58.00098570069174,56.79063701082333,53.03472161249526,4.4089447721626245,0.0,0,-0.12047329515446326,1.495243053945238,6.46150714214172,6.46150714214172,normal,0
152,58.72684942849155,59.49622875463698,58.00098570069174,54.363231127758674,3.8303892580368633,0.0,0,-0.1269926476027583,-0.7693793261454331,4.363618300732874,4.363618300732874,normal,0
