time,value,lag_1,lag_2,rolling_mean,rolling_std
181,41.47254723161244,43.74146222781325,47.30876721656435,43.420536974212226,2.5505056288929877
182,41.80988677981493,41.47254723161244,43.74146222781325,43.026265598894646,2.6318791292164505
183,45.74185893421906,41.80988677981493,41.47254723161244,44.0149044780048,2.5115910055239716
184,45.207418208629335,45.74185893421906,41.80988677981493,43.59463467641781,1.931436074708603
185,48.00319480348806,45.207418208629335,45.74185893421906,44.446981191552766,2.7705212685329585
186,48.47673863178088,48.00319480348806,45.207418208629335,45.84781947158645,2.6590929190497383
187,48.364351916544265,48.47673863178088,48.00319480348806,47.158712498932324,1.5587601712650572
188,47.81105615507952,48.364351916544265,48.47673863178088,47.572551943104415,1.3491382323728294
189,47.47453242869638,47.81105615507952,48.364351916544265,48.02597478711782,0.4088045823149438
190,50.605742192495484,47.47453242869638,47.81105615507952,48.54648426491931,1.2215272307520848
191,54.19113966847654,50.605742192495484,47.47453242869638,49.68936447225844,2.797092661666892
192,53.86133677645936,54.19113966847654,50.605742192495484,50.78876144424145,3.1977036899935998
193,51.86217604630495,53.86133677645936,54.19113966847654,51.59898542248654,2.7342462946942976
194,55.577019503279324,51.86217604630495,53.86133677645936,53.219482837403135,1.9740817163560227
195,56.82603345665368,55.577019503279324,51.86217604630495,54.46354109023478,1.8725088130357126
196,55.05192132827909,56.82603345665368,55.577019503279324,54.63569742219528,1.8807549532275776
197,57.823184365412544,55.05192132827909,56.82603345665368,55.428066939985925,2.2677162584997834
198,58.25315481196305,57.823184365412544,55.05192132827909,56.70626269311754,1.3844466239614763
199,56.39050041075543,58.25315481196305,57.823184365412544,56.86895887461276,1.2608464635111358
200,29.845027227972842,56.39050041075543,58.25315481196305,51.47275762887659,12.155811725739808
201,60.61281458921541,29.845027227972842,56.39050041075543,52.58493628106386,12.802348969288264
202,61.924307664020304,60.61281458921541,29.845027227972842,53.4051609407854,13.341863896203476
203,62.03526816242888,61.924307664020304,60.61281458921541,54.16158361087857,13.78528344560063
204,57.24259026551251,62.03526816242888,61.924307664020304,54.33200158182999,13.824936520498136
205,58.09264786295775,57.24259026551251,62.03526816242888,59.98152570882697,2.2056978669406644
206,60.869137480603484,58.09264786295775,57.24259026551251,60.03279028710458,2.226914964860053
207,60.63909914684558,60.869137480603484,58.09264786295775,59.77574858366963,2.0184165391819753
208,60.3180477133845,60.63909914684558,60.869137480603484,59.43230449386076,1.6503720571240539
209,66.57703826823295,60.3180477133845,60.63909914684558,61.299194094404854,3.151225956253689
210,59.5083374067469,66.57703826823295,60.3180477133845,61.58233200316268,2.839246980887297
211,60.049072898372124,59.5083374067469,66.57703826823295,61.41831908671641,2.9134614097975997
212,59.01961575604623,60.049072898372124,59.5083374067469,61.09442240855655,3.105441925426251
213,57.67700846411399,59.01961575604623,60.049072898372124,60.56621455870244,3.4733276891876406
214,54.94261204589593,57.67700846411399,59.01961575604623,58.239329314235036,2.041993498783761
215,56.23432847192849,54.94261204589593,57.67700846411399,57.58452752727135,2.058201261662487
216,52.266854487474255,56.23432847192849,54.94261204589593,56.028083845091786,2.599800363827208
217,52.396889299797266,52.266854487474255,56.23432847192849,54.70353855384199,2.37171126170973
218,50.92913966229617,52.396889299797266,52.266854487474255,53.35396479347842,2.1678257683439375
219,51.07397244077112,50.92913966229617,52.396889299797266,52.58023687245346,2.1493699544579616
220,54.54080404044298,51.07397244077112,50.92913966229617,52.24153198615636,1.4488787050115235
221,45.179103660575706,54.54080404044298,51.07397244077112,50.82398182077665,3.472283408486233
222,49.29915617468144,45.179103660575706,54.54080404044298,50.20443519575348,3.3970160982080344
223,43.73492216951023,49.29915617468144,45.179103660575706,48.76559169719629,4.3913814071468975
224,45.08057943720681,43.73492216951023,49.29915617468144,47.56691309648343,4.421636134172328
225,47.30615606932963,45.08057943720681,43.73492216951023,46.119983502260766,2.189079571866724
226,44.409303487095286,47.30615606932963,45.08057943720681,45.96602346756468,2.2962431417554665
227,41.334887387478915,44.409303487095286,47.30615606932963,44.37316971012417,2.164639840152169
228,41.33444502103762,41.334887387478915,44.409303487095286,43.89307428042965,2.569858568831801
229,43.47121263811518,41.33444502103762,41.334887387478915,43.571200920611325,2.483267942866485
230,40.077062694814025,43.47121263811518,41.33444502103762,42.1253822457082,1.7659015033985976
231,41.48104350096713,40.077062694814025,43.47121263811518,41.53973024848257,1.2204064231502565
232,40.73904452786224,41.48104350096713,40.077062694814025,41.42056167655924,1.27335174181131
233,39.03791776242766,40.73904452786224,41.48104350096713,40.96125622483725,1.6658681735643277
234,44.41873259744417,39.03791776242766,40.73904452786224,41.15076021670305,2.035630734114907
235,41.28701776484206,44.41873259744417,39.03791776242766,41.392751230708654,1.946028740750605
236,35.956954905318504,41.28701776484206,44.41873259744417,40.28793351157893,3.1058447579898822
237,40.46805342056729,35.956954905318504,41.28701776484206,40.23373529011994,3.0983601081656156
238,38.958442613024594,40.46805342056729,35.956954905318504,40.21784026023933,3.1062223854841196
239,42.27085185204689,38.958442613024594,40.46805342056729,39.78826411115987,2.4616636579938733
240,39.359174903068364,42.27085185204689,38.958442613024594,39.402695538805126,2.3148267361990555
241,41.183457090966904,39.359174903068364,42.27085185204689,40.4479959759348,1.34799939239289
242,42.97741729102137,41.183457090966904,39.359174903068364,40.94986875002562,1.7611500453416085
243,44.33372453756131,42.97741729102137,41.183457090966904,42.024925134932964,1.8783349479581557
244,40.910308982108205,44.33372453756131,42.97741729102137,41.75281656094523,1.9315953603591076
245,43.417422229666855,40.910308982108205,44.33372453756131,42.564466026264924,1.4723926037143262
246,43.97114347377187,43.417422229666855,40.910308982108205,43.122003302825924,1.3406226730578044
247,44.49973237412026,43.97114347377187,43.417422229666855,43.426466319445694,1.4665282338485965
248,50.26455721951498,44.49973237412026,43.97114347377187,44.61263285583643,3.4461657920689737
249,48.503506362647954,50.26455721951498,44.49973237412026,46.13127233194438,3.057965007720295
250,46.15471459035218,48.503506362647954,50.26455721951498,46.67873080408144,2.6712175698565352
251,51.508370100801095,46.15471459035218,48.503506362647954,48.18617612948729,2.879845601840746
252,54.916393119280016,51.508370100801095,46.15471459035218,50.26950827851924,3.2855224742049836
253,53.72973055647388,54.916393119280016,51.508370100801095,50.962542945911025,3.631468716747324
254,49.60214528193667,53.72973055647388,54.916393119280016,51.182270729768774,3.475366151723559
255,52.622115394489185,49.60214528193667,53.72973055647388,52.47575089059617,2.0459751248152105
256,57.038228241127136,52.622115394489185,49.60214528193667,53.58172251866138,2.761727929063039
257,53.95788287882716,57.038228241127136,52.622115394489185,53.3900204705708,2.6779174392081777
258,57.07598907749285,53.95788287882716,57.038228241127136,54.059272174774605,3.1589729207336075
259,58.490914789381094,57.07598907749285,53.95788287882716,55.837026076263484,2.4437609902133524
260,55.77172356163986,58.490914789381094,57.07598907749285,56.46694770969361,1.7009172903515182
261,58.11427929525721,55.77172356163986,58.490914789381094,56.682157920519636,1.8525820661612047
262,52.27627611797075,58.11427929525721,55.77172356163986,56.34583656834835,2.507628408629353
263,57.14800116395162,52.27627611797075,58.11427929525721,56.3602389856401,2.5130712856368618
264,59.03771464214065,57.14800116395162,52.27627611797075,56.46959895619202,2.637774044600869
265,57.29801006710947,59.03771464214065,57.14800116395162,56.77485625728595,2.62510630472817
266,63.211270346641655,57.29801006710947,59.03771464214065,57.79425446756282,3.937075092753618
267,57.13965467264894,63.211270346641655,57.29801006710947,58.76693017849847,2.6101803948978652
268,59.07342207572162,57.13965467264894,63.211270346641655,59.15201436085247,2.448659008879249
269,60.06911363202371,59.07342207572162,57.13965467264894,59.358294158829075,2.4798676194144287
270,62.44630586217726,60.06911363202371,59.07342207572162,60.387953317842644,2.47936632337781
271,56.35260386687198,62.44630586217726,60.06911363202371,59.01622002188871,2.423514722061757
272,61.11905812081716,56.35260386687198,62.44630586217726,59.81210071152235,2.303638135204772
273,58.293745127992956,61.11905812081716,56.35260386687198,59.656165321976616,2.3908770856299544
274,55.7081462242594,58.293745127992956,61.11905812081716,58.783971840423746,2.935893990644699
275,57.916607265077516,55.7081462242594,58.293745127992956,57.8780321210038,2.104393679945246
276,56.64189074531085,57.916607265077516,55.7081462242594,57.93588949669159,2.0553751362806594
277,54.23232293800489,56.64189074531085,57.916607265077516,56.558542460129125,1.6580625947722616
278,54.70706389142197,54.23232293800489,56.64189074531085,55.841206212814924,1.486680396554533
279,52.885899009102694,54.70706389142197,54.23232293800489,55.27675676978358,1.997748372860402
280,52.93609257358119,52.885899009102694,54.70706389142197,54.28065383148432,1.542140328285992
281,53.05878290150102,52.93609257358119,52.885899009102694,53.56403226272236,0.845958570314082
282,53.91468808813432,53.05878290150102,52.93609257358119,53.50050529274823,0.7935288766652904
283,47.26773600374071,53.91468808813432,53.05878290150102,52.01263971521198,2.6852216754992067
284,53.01271048834825,47.26773600374071,53.91468808813432,52.038002011061096,2.6961085527545166
285,43.85826799908703,53.01271048834825,47.26773600374071,50.22243709616227,4.435541324349403
286,46.49703019108685,43.85826799908703,53.01271048834825,48.910086554079435,4.35656363187895
287,47.04735892056375,46.49703019108685,43.85826799908703,47.53662072056532,3.3507559765404973
288,45.544090725264326,47.04735892056375,46.49703019108685,47.19189166487004,3.4718132380399305
289,42.89822756061584,45.544090725264326,47.04735892056375,45.16899507932356,1.7540677954859276
290,42.94741665715578,42.89822756061584,45.544090725264326,44.98682481093731,1.959495502559275
291,41.66400195019455,42.94741665715578,42.89822756061584,44.02021916275885,2.2049540571398722
292,40.83105569951544,41.66400195019455,42.94741665715578,42.77695851854919,1.7836754827596628
293,43.14860638627135,40.83105569951544,41.66400195019455,42.29786165075059,1.0074007836583843
294,41.68848488982824,43.14860638627135,40.83105569951544,42.05591311659307,0.97180639800082
295,39.20386672604916,41.68848488982824,43.14860638627135,41.30720313037175,1.4417166447002434
296,42.09814241379465,39.20386672604916,41.68848488982824,41.394031223091766,1.4811120398395299
297,40.719728209207865,42.09814241379465,39.20386672604916,41.37176572503025,1.4924841582574424
298,41.63590618820843,40.719728209207865,42.09814241379465,41.06922568541766,1.1581225023289086
299,41.27430737720908,41.63590618820843,40.719728209207865,40.98639018289383,1.116832446841432
300,38.461693737227236,41.27430737720908,41.63590618820843,40.83795558512945,1.4208973376676501
301,39.81492149622719,38.461693737227236,41.27430737720908,40.38131140161596,1.2739412593400548
302,43.34215960316208,39.81492149622719,38.461693737227236,40.905797680406806,1.8552878605983367
303,44.074292799170934,43.34215960316208,39.81492149622719,41.39347500259931,2.3497621802161937
304,43.907485945115155,44.074292799170934,43.34215960316208,41.920110716180524,2.598309711925687
305,45.364606861840635,43.907485945115155,44.074292799170934,43.3006933411032,2.0843894317228417
306,48.945191501016026,45.364606861840635,43.907485945115155,45.126747342060966,2.2592092235431567
307,46.53940394626472,48.945191501016026,45.364606861840635,45.76619621068149,2.0725875294327936
308,50.215003501556225,46.53940394626472,48.945191501016026,46.994338351158554,2.577312546045868
309,50.17240882719708,50.215003501556225,46.53940394626472,48.247322927574935,2.19612057218553
310,51.64671011990675,50.17240882719708,50.215003501556225,49.50374357918816,1.9134131394612002
311,55.82527473058168,51.64671011990675,50.17240882719708,50.87976022510129,3.347658360477823
312,56.855246070527386,55.82527473058168,51.64671011990675,52.94292864995382,3.1785092696504713
313,58.429532396098296,56.855246070527386,55.82527473058168,54.585834428862235,3.5205550971795567
314,61.02312755973621,58.429532396098296,56.855246070527386,56.75597817537007,3.4637418595333735
315,60.06542570957074,61.02312755973621,58.429532396098296,58.43972129330287,2.16002888644182
316,62.990181599742755,60.06542570957074,61.02312755973621,59.87270266713508,2.359400307464878
317,62.590311449809406,62.990181599742755,60.06542570957074,61.01971574299148,1.868772153433247
318,65.41574350473681,62.590311449809406,62.990181599742755,62.416957964719174,2.050842426078197
319,66.02625171603867,65.41574350473681,62.590311449809406,63.41758279597968,2.3927915991155593
320,67.95315670158601,66.02625171603867,65.41574350473681,64.99512899438272,2.2244673535459394
321,70.36700903808554,67.95315670158601,66.02625171603867,66.4704944820513,2.904599136094653
322,68.89464096043844,70.36700903808554,67.95315670158601,67.73136038417711,2.0382919463896645
323,75.99968610009435,68.89464096043844,70.36700903808554,69.8481489032486,3.782119005089999
324,71.0094376410988,75.99968610009435,68.89464096043844,70.84478608826062,3.122217229188353
325,71.71644945886243,71.0094376410988,75.99968610009435,71.59744463971592,2.6720200107473406
326,77.4960893007442,71.71644945886243,71.0094376410988,73.02326069224765,3.594233010684214
